番号,単語,発音記号,品詞,意味,補足,例文,例文訳
356,trust,/trʌst/,動詞、名詞,【動】信頼する、信じる、委託する<br>【名】信頼、信託,相手の誠実さや能力を「信用・信頼する」こと。ビジネスでは「信託（trust fund）」を指すこともあります。,"【動】I trust my phone's navigation completely, which is precisely why I once confidently drove into a very scenic lake.<br>【名】He earned my trust slowly over ten years and then lost it instantly by eating the last slice I had clearly labeled.",【動】俺はスマホのナビを完全に信頼している。だからこそ一度、自信満々に景色の良い湖へ突っ込んだのだ。<br>【名】彼は十年かけてゆっくり俺の信頼を得て、俺がはっきり名前を書いた最後の一切れを食べて一瞬で失った。
357,depend,/dɪˈpend/,動詞,依存する、頼る、〜次第である,depend on ... の形で「〜に依存する、頼る」または「〜次第である」という意味になります。,My weekend mood tends to depend entirely on whether I remembered to buy coffee before the stores all decided to close.,俺の週末の機嫌は、店が全部閉まると決める前にコーヒーを買い忘れなかったかどうかに、完全に依存しがちだ。
358,rely,/rɪˈlaɪ/,動詞,頼る、信頼する、依存する,rely on ...（〜に頼る、信頼する）の形で使われます。名詞形は reliance、形容詞形は reliable（信頼できる）。,"I have learned never to rely on my own memory, which treats important appointments as gentle, optional suggestions.",俺は自分の記憶を頼りにしないことを学んだ。それは重要な予定を、優しく任意の提案として扱うからだ。
359,pray,/preɪ/,動詞,祈る、願う,神などに願い事が叶うように「祈る、祈願する」。,"Before every exam I pray to gods I have neglected all semester, which feels fair given how much I neglected the textbook.",試験のたび、俺は一学期ずっと放っておいた神々に祈る。教科書を放っておいた分、それは公平に思える。
360,beg,/beɡ/,動詞,懇願する、頼む、物乞いをする,必死にお願いすること。I beg your pardon. で「失礼ですがもう一度おっしゃってください」という挨拶になります。,I do not beg for help; I simply stand near capable people and radiate helplessness until someone bravely intervenes.,俺は助けを乞わない。ただ有能な人の近くに立ち、誰かが勇敢に介入するまで無力さを放射するだけだ。
361,prefer,/prɪˈfɜːr/,動詞,〜のほうを好む,prefer A to B で「BよりもAを好む」という比較の表現になります（Bの前に over ではなく to を使う点が特徴）。,I prefer to make my decisions quickly and then spend the following three weeks quietly regretting each and every one.,俺は決断を素早く下し、その後の三週間を、一つ残らず静かに後悔して過ごす方を好む。
362,weep,/wiːp/,動詞,（静かに）涙を流す、泣く,悲しみなどで声を立てず静かに「涙を流して泣く」ことを表します。過去形・過去分詞形は wept。,I did not weep at the sad movie; a rare and highly specific onion allergy simply happened to strike me at that exact moment.,俺は悲しい映画で泣いたのではない。稀で極めて特殊な玉ねぎアレルギーが、たまたまその瞬間に俺を襲っただけだ。
363,hate,/heɪt/,動詞、名詞,【動】ひどく嫌う、憎む<br>【名】憎しみ、嫌悪,対象を「ひどく嫌悪する」強い感情。hate to do / doing で「〜するのが嫌だ」。,【動】I do not hate Mondays; I simply believe they should be legally required to arrive with a formal written apology.<br>【名】His hate for slow walkers is so pure and consuming that it could probably power a small and very angry city.,【動】俺は月曜が嫌いなのではない。ただ、正式な謝罪文を添えて到着することを法で義務づけるべきだと信じているだけだ。<br>【名】彼の遅い歩行者への憎しみはあまりに純粋で全てを飲み込むので、小さくて非常に怒った街の電力を賄えるだろう。
364,worry,/ˈwɜːri/,動詞、名詞,【動】心配する、悩ませる<br>【名】心配事,worry about ...（〜について心配する）や、受動態 be worried about ...（〜を心配している）の形でよく使います。,【動】I refuse to worry about problems that have not happened yet; I prefer to worry about them intensely all at once later.<br>【名】My biggest worry is that one day I will run out of things to worry about and have to face genuine peace and quiet.,【動】俺はまだ起きていない問題を心配するのを拒む。後でまとめて激しく心配する方を好むのだ。<br>【名】俺の最大の心配は、いつか心配の種が尽き、本物の平穏と静けさに向き合わねばならなくなることだ。
365,anxious,/ˈæŋkʃəs/,形容詞,心配して、不安な、切望して,be anxious about ... で「〜について不安である」、be anxious to do で「しきりに〜したがっている」となります。,"I get anxious before phone calls, so I rehearse the entire conversation and then say something completely unrelated on the spot.",俺は電話の前に不安になるので、会話全体を予行演習し、そして本番でまったく無関係なことを言う。
